,id,Stance,uclmr,athene,solat,solat_tree,solat_deep,mix_solat_uclmr,mv_solat,mv_athene,mv_uclmr
2454,2454,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2455,2455,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2456,2456,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
2457,2457,discuss,agree,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2458,2458,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2459,2459,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2460,2460,discuss,agree,discuss,agree,agree,agree,agree,agree,agree,agree
2461,2461,disagree,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2462,2462,disagree,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2463,2463,discuss,agree,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2464,2464,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2465,2465,discuss,agree,discuss,discuss,discuss,unrelated,agree,discuss,discuss,discuss
2466,2466,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2467,2467,discuss,discuss,unrelated,discuss,discuss,agree,discuss,discuss,discuss,discuss
2468,2468,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2469,2469,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2470,2470,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
2471,2471,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2472,2472,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2473,2473,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2474,2474,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
2475,2475,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2476,2476,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2477,2477,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2478,2478,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2479,2479,agree,discuss,agree,agree,agree,agree,agree,agree,agree,agree
2480,2480,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2481,2481,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2482,2482,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2483,2483,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2484,2484,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree
2485,2485,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2486,2486,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree
2487,2487,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
2488,2488,agree,discuss,discuss,agree,agree,agree,discuss,discuss,discuss,discuss
2489,2489,agree,discuss,agree,discuss,discuss,agree,discuss,discuss,discuss,discuss
2490,2490,unrelated,discuss,unrelated,unrelated,unrelated,disagree,discuss,unrelated,unrelated,unrelated
2491,2491,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2492,2492,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2493,2493,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2494,2494,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2495,2495,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2496,2496,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2497,2497,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2498,2498,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2499,2499,disagree,discuss,discuss,agree,discuss,agree,discuss,discuss,discuss,discuss
2500,2500,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2501,2501,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2502,2502,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2503,2503,discuss,discuss,discuss,agree,agree,unrelated,agree,discuss,discuss,discuss
2504,2504,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2505,2505,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2506,2506,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2507,2507,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
2508,2508,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2509,2509,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
2510,2510,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
2511,2511,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree
2512,2512,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2513,2513,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2514,2514,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2515,2515,discuss,agree,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2516,2516,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2517,2517,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2518,2518,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2519,2519,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2520,2520,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2521,2521,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2522,2522,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2523,2523,disagree,discuss,unrelated,discuss,discuss,agree,discuss,discuss,discuss,discuss
2524,2524,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2525,2525,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2526,2526,discuss,discuss,discuss,agree,agree,agree,agree,discuss,discuss,discuss
2527,2527,disagree,discuss,discuss,agree,agree,agree,discuss,discuss,discuss,discuss
2528,2528,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2529,2529,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2530,2530,unrelated,agree,unrelated,agree,agree,unrelated,agree,agree,agree,agree
2531,2531,discuss,discuss,disagree,discuss,discuss,agree,discuss,discuss,discuss,discuss
2532,2532,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2533,2533,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree
2534,2534,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2535,2535,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2536,2536,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2537,2537,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2538,2538,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2539,2539,disagree,discuss,agree,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2540,2540,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2541,2541,agree,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2542,2542,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2543,2543,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2544,2544,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2545,2545,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2546,2546,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2547,2547,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2548,2548,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2549,2549,discuss,discuss,discuss,discuss,discuss,disagree,discuss,discuss,discuss,discuss
2550,2550,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2551,2551,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2552,2552,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2553,2553,discuss,agree,agree,agree,agree,unrelated,agree,agree,agree,agree
2554,2554,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2555,2555,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2556,2556,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2557,2557,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2558,2558,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2559,2559,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2560,2560,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2561,2561,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2562,2562,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2563,2563,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2564,2564,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2565,2565,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2566,2566,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
2567,2567,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
2568,2568,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2569,2569,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2570,2570,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2571,2571,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2572,2572,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2573,2573,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2574,2574,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2575,2575,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2576,2576,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2577,2577,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2578,2578,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2579,2579,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2580,2580,agree,discuss,discuss,agree,agree,agree,agree,discuss,discuss,discuss
2581,2581,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2582,2582,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2583,2583,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2584,2584,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2585,2585,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2586,2586,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2587,2587,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2588,2588,agree,discuss,agree,agree,discuss,agree,discuss,agree,agree,agree
2589,2589,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2590,2590,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2591,2591,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2592,2592,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2593,2593,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2594,2594,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
2595,2595,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2596,2596,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2597,2597,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2598,2598,disagree,agree,unrelated,agree,discuss,agree,agree,agree,agree,agree
2599,2599,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2600,2600,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2601,2601,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2602,2602,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2603,2603,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2604,2604,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2605,2605,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2606,2606,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2607,2607,agree,discuss,discuss,agree,agree,agree,discuss,discuss,discuss,discuss
2608,2608,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2609,2609,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2610,2610,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2611,2611,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2612,2612,discuss,discuss,discuss,agree,agree,agree,agree,discuss,discuss,discuss
2613,2613,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2614,2614,disagree,discuss,discuss,agree,discuss,agree,discuss,discuss,discuss,discuss
2615,2615,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2616,2616,disagree,discuss,agree,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
2617,2617,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2618,2618,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2619,2619,agree,agree,agree,agree,discuss,agree,agree,agree,agree,agree
2620,2620,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2621,2621,agree,discuss,discuss,agree,agree,agree,agree,discuss,discuss,discuss
2622,2622,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2623,2623,discuss,unrelated,unrelated,discuss,discuss,discuss,unrelated,unrelated,unrelated,unrelated
2624,2624,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2625,2625,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2626,2626,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2627,2627,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2628,2628,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2629,2629,agree,discuss,agree,unrelated,discuss,unrelated,discuss,unrelated,agree,discuss
2630,2630,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2631,2631,agree,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2632,2632,discuss,discuss,discuss,agree,agree,agree,discuss,discuss,discuss,discuss
2633,2633,unrelated,discuss,unrelated,discuss,discuss,disagree,discuss,discuss,discuss,discuss
2634,2634,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2635,2635,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
2636,2636,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2637,2637,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2638,2638,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2639,2639,agree,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2640,2640,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2641,2641,discuss,discuss,agree,discuss,discuss,agree,discuss,discuss,discuss,discuss
2642,2642,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2643,2643,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2644,2644,agree,unrelated,agree,discuss,discuss,agree,unrelated,discuss,agree,unrelated
2645,2645,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2646,2646,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2647,2647,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2648,2648,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2649,2649,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2650,2650,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2651,2651,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
2652,2652,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2653,2653,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2654,2654,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2655,2655,agree,agree,agree,agree,discuss,agree,agree,agree,agree,agree
2656,2656,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2657,2657,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated,unrelated
2658,2658,unrelated,discuss,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2659,2659,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2660,2660,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2661,2661,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2662,2662,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2663,2663,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2664,2664,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2665,2665,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2666,2666,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2667,2667,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2668,2668,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2669,2669,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2670,2670,agree,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2671,2671,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
2672,2672,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2673,2673,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2674,2674,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2675,2675,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2676,2676,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2677,2677,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2678,2678,disagree,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2679,2679,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
2680,2680,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2681,2681,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2682,2682,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
2683,2683,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2684,2684,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2685,2685,discuss,agree,discuss,discuss,discuss,disagree,agree,discuss,discuss,discuss
2686,2686,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2687,2687,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2688,2688,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2689,2689,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2690,2690,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2691,2691,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2692,2692,discuss,discuss,unrelated,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2693,2693,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree
2694,2694,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2695,2695,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2696,2696,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2697,2697,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2698,2698,agree,agree,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
2699,2699,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2700,2700,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2701,2701,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2702,2702,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2703,2703,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2704,2704,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2705,2705,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated,unrelated
2706,2706,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2707,2707,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2708,2708,discuss,discuss,discuss,agree,agree,unrelated,agree,discuss,discuss,discuss
2709,2709,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2710,2710,discuss,discuss,discuss,discuss,discuss,disagree,discuss,discuss,discuss,discuss
2711,2711,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2712,2712,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2713,2713,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
2714,2714,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2715,2715,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2716,2716,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2717,2717,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2718,2718,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2719,2719,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
